Unnamed: 0,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,predicted_s.s.temp.
5656,1995,6,21,1.96,-125.06,-6.6,1.9,83.9,25.12,25.12089
5657,1993,4,14,0.01,156.0,5.3,-0.4,85.2,26.81,28.663445
5658,1995,4,10,7.99,-179.9,-3.3,-1.1,81.7,26.81,28.027271
5659,1993,10,23,-8.02,-109.94,-7.6,0.8,82.0,24.69,24.407503
5660,1992,10,14,5.04,-125.0,-3.6,5.5,82.0,23.69,25.004122
5661,1993,7,14,0.0,165.0,0.0,-0.6,79.5,28.27,29.051617
5662,1990,12,12,4.99,-110.0,-2.8,7.4,79.5,25.52,26.3067
5663,1990,8,13,5.0,-110.0,0.1,7.2,79.5,25.77,26.939213
5664,1995,10,12,5.01,-155.0,0.1,7.2,74.8,26.02,27.475704
5665,1986,2,12,-8.03,-109.94,0.1,7.2,74.8,25.16,25.769428
5666,1996,11,20,5.0,-179.9,-5.7,1.8,78.6,28.73,29.05764
5667,1995,11,16,-0.03,-170.0,-6.5,-1.5,77.0,26.02,26.484957
5668,1994,2,18,-0.01,143.0,4.9,-1.7,89.7,26.78,28.483313
5669,1992,4,8,0.0,156.0,0.2,-5.1,85.4,27.84,28.680899
5670,1989,2,15,-0.07,-110.0,-0.9,0.9,85.4,24.53,24.48055
5671,1994,2,2,-2.0,-140.0,-6.5,-2.9,87.0,25.19,25.368727
5672,1994,2,24,4.99,156.0,-6.5,-2.9,80.5,28.23,28.602074
5673,1991,2,7,-5.03,165.0,0.7,-0.1,80.5,28.02,28.92886
5674,1993,12,22,7.97,-170.0,-6.9,-6.0,80.5,26.39,28.150442
5675,1995,6,14,5.0,-155.0,-3.3,-1.8,81.6,27.27,27.996283
5676,1993,4,15,-4.92,165.0,6.7,1.3,82.0,28.56,29.289362
5677,1992,5,4,-2.02,-155.0,-4.2,-2.2,80.9,28.31,28.1368
5678,1993,6,16,8.05,165.1,-3.1,-1.4,84.9,26.94,28.43906
5679,1994,10,16,8.0,-179.9,0.5,0.3,81.7,27.47,28.87548
5680,1993,7,31,2.06,165.0,-0.7,-1.4,82.4,28.05,28.915096
5681,1993,10,14,4.98,-170.0,-4.0,2.7,75.6,28.78,28.862839
5682,1995,8,10,-5.01,156.0,-5.7,5.4,75.6,28.56,29.21875
5683,1994,12,10,0.0,156.0,-5.7,5.4,75.6,28.56,29.233957
5684,1987,6,1,0.03,-109.9,-3.6,1.1,75.6,25.95,25.147158
5685,1994,4,23,-1.96,-179.9,-0.9,-1.2,75.5,28.67,29.431103
5686,1992,10,3,8.03,-110.06,-0.9,-1.2,75.5,25.55,27.233276
5687,1992,5,23,1.92,-125.06,-4.9,1.5,75.5,27.73,27.260164
5688,1993,7,11,4.96,147.0,-4.9,1.5,89.5,26.48,28.287561
5689,1996,12,5,-4.99,-170.0,-4.0,-2.7,76.1,28.12,28.574865
5690,1994,6,12,5.07,-110.0,0.6,3.7,82.9,26.5,27.47105
5691,1993,7,21,2.04,137.0,0.6,3.7,82.9,26.5,28.547596
5692,1993,8,19,4.99,156.0,2.8,5.7,79.7,28.17,29.120676
5693,1992,12,6,-5.02,-170.0,-3.7,-0.7,80.1,28.83,29.143568
5694,1993,2,21,0.0,157.5,-1.7,-1.4,81.6,27.81,28.70688
5695,1989,6,12,0.03,165.1,-4.1,1.5,81.6,27.72,28.76467
5696,1996,3,2,9.0,-140.2,-4.1,1.5,85.9,26.08,26.938322
5697,1994,5,8,1.99,147.0,-4.1,1.5,83.3,28.4,28.829172
5698,1991,10,10,0.01,-140.0,-5.6,-1.0,79.4,26.66,26.03902
5699,1996,3,6,1.97,-170.0,-6.5,-2.4,84.8,26.38,26.834335
5700,1993,2,3,5.03,-125.0,-1.5,1.4,84.8,24.3,26.098452
5701,1992,9,28,-7.98,165.0,-3.8,-2.8,81.6,28.28,29.18884
5702,1993,10,5,-0.01,-94.94,-3.7,4.2,81.6,20.83,21.040077
5703,1994,9,29,2.0,-170.0,-2.8,4.0,72.8,29.14,29.132484
5704,1994,11,4,0.0,165.0,4.8,2.8,75.7,29.05,29.564384
5705,1996,1,18,4.98,-109.94,4.8,2.8,88.5,24.7,26.728611
5706,1988,9,24,5.03,-140.0,-2.0,2.8,88.5,26.58,27.529879
5707,1992,8,20,1.96,-140.8,-7.5,1.6,88.5,25.53,25.419195
5708,1990,9,13,7.02,-147.5,-1.3,3.6,88.5,27.02,27.844332
5709,1993,8,9,-4.97,-179.9,-2.6,-0.2,79.6,28.42,29.309904
5710,1992,10,5,5.05,-125.0,-1.9,5.8,79.6,23.16,24.671574
5711,1993,12,31,2.01,165.0,-3.1,2.6,80.6,29.05,29.31544
5712,1987,11,8,2.04,165.0,-2.8,0.0,80.6,28.86,29.123495
5713,1990,1,10,5.01,165.0,-1.4,1.8,80.6,27.47,28.58701
5714,1996,12,3,4.9,-139.9,-3.5,4.0,82.9,25.66,26.500444
5715,1989,9,6,-0.21,-124.44,-4.8,3.0,82.9,25.66,24.841856
5716,1992,4,5,2.01,156.0,-4.8,3.0,82.9,27.31,28.572363
5717,1995,7,17,5.05,-94.94,-0.4,7.9,82.9,25.27,26.729385
5718,1994,8,23,7.95,-95.0,4.6,5.1,86.3,26.61,27.658098
5719,1995,1,29,-5.01,-139.9,-6.1,-0.8,80.7,27.23,27.249216
5720,1992,5,2,-4.99,-155.0,-4.9,-2.2,78.1,29.33,29.075968
5721,1996,7,14,1.96,-170.0,-7.8,-0.2,77.9,27.66,27.645164
5722,1995,8,27,-7.99,165.0,-7.8,-0.2,77.9,28.25,29.181402
5723,1994,3,28,-2.02,-124.9,-0.8,-0.1,91.3,26.52,26.361265
5724,1996,6,20,2.0,165.0,0.8,0.9,78.8,27.2,28.832907
5725,1994,10,24,-8.01,-125.0,-7.8,-1.9,77.6,26.03,25.900488
5726,1992,5,30,2.01,-155.0,-5.1,2.8,80.5,28.42,28.21146
5727,1991,8,8,1.99,-155.0,-6.9,1.5,80.5,27.84,27.525854
5728,1993,4,8,-1.95,164.4,6.7,-1.3,81.6,28.08,29.080698
5729,1991,3,20,5.06,165.1,0.4,3.7,81.6,26.7,28.542362
5730,1993,9,1,-1.98,156.0,-2.2,1.2,89.8,26.6,28.565868
5731,1989,7,10,-2.13,164.9,-7.4,-0.5,89.8,28.36,28.769657
5732,1991,3,7,-5.05,-110.0,-5.5,2.8,89.8,26.25,25.875578
5733,1996,6,3,-4.97,-110.0,-6.5,0.2,81.6,25.16,24.783813
5734,1996,10,31,2.03,-110.1,-5.6,4.5,87.2,25.16,24.944546
5735,1992,5,17,-0.03,-170.0,0.3,-0.4,82.4,27.34,28.099932
5736,1993,3,17,7.99,165.0,-6.1,-2.0,84.4,27.5,28.414541
5737,1996,6,13,-1.99,-95.1,-6.1,-2.0,84.4,23.31,23.038008
5738,1994,10,25,2.03,137.0,-6.1,-2.0,75.6,29.05,29.054089
5739,1991,6,1,8.98,-140.2,-0.7,-7.2,87.5,27.2,27.60601
5740,1993,8,13,-8.01,-109.94,-7.0,2.4,79.3,24.72,24.556507
5741,1993,11,14,2.0,137.2,-7.0,2.4,79.3,24.72,28.061378
5742,1989,7,20,0.01,-140.0,-8.1,1.3,79.3,25.92,25.44776
5743,1992,7,18,5.0,-154.9,1.9,1.4,81.6,27.5,28.4038
5744,1994,1,21,5.02,-140.0,-7.1,3.4,83.0,26.77,27.092556
5745,1992,11,4,-5.0,165.1,-1.7,-4.0,83.0,27.84,28.97807
5746,1994,3,5,0.0,165.0,-1.3,0.4,80.7,27.62,28.7723
5747,1991,5,9,-4.99,165.0,-1.9,-3.7,80.7,29.44,29.213024
5748,1995,1,16,-8.27,-155.0,-1.5,-4.6,75.7,28.88,29.400787
5749,1993,7,15,1.99,-140.0,-3.5,-0.5,82.8,26.1,26.19013
5750,1994,12,11,5.08,-124.94,-1.8,3.7,81.7,26.27,26.84913
5751,1994,6,20,2.02,156.0,3.1,-2.6,82.1,27.6,28.825657
5752,1992,12,4,-5.03,-124.9,-6.2,-1.3,81.6,24.34,24.260729
5753,1996,12,15,0.01,-140.0,-7.7,-0.6,82.1,24.2,23.962984
5754,1996,2,22,2.03,-110.1,-2.5,2.4,89.2,25.44,25.882095
5755,1989,5,29,-2.01,-140.0,-5.9,2.8,89.2,26.66,26.495401
5756,1991,2,19,-5.01,-140.0,-7.5,-1.9,80.9,27.02,26.923025
5757,1993,4,18,-8.01,-109.94,-7.3,2.6,80.9,27.3,26.767382
5758,1990,1,8,0.01,-110.0,-7.3,2.6,80.9,22.95,23.328905
5759,1995,11,23,8.04,-125.0,-0.5,0.4,88.4,25.06,27.064283
5760,1991,3,16,8.97,-140.2,-2.7,-8.1,88.4,25.8,26.920637
5761,1992,10,19,0.05,170.0,-2.7,-8.1,77.0,28.4,28.999697
5762,1995,9,29,0.02,-155.0,-6.8,-0.3,80.5,24.9,25.221691
5763,1995,1,12,-1.94,164.4,-0.9,-2.6,76.4,28.66,29.010298
5764,1994,2,3,-1.95,164.4,-0.9,-2.6,76.4,28.66,29.02017
5765,1982,12,17,0.01,-94.75,-2.1,4.8,76.4,25.55,24.479946
5766,1991,5,30,-1.97,-140.0,-5.6,1.3,76.4,27.7,27.281296
5767,1990,4,25,1.98,147.0,-5.6,1.3,76.4,28.06,28.72209
5768,1993,10,25,-1.95,164.4,3.8,-2.9,79.3,28.34,29.235695
5769,1991,8,3,-0.02,-169.5,-6.5,-0.9,79.3,28.34,28.163485
5770,1994,7,23,-8.27,-155.0,-1.0,-2.3,83.4,27.2,28.195822
5771,1996,12,13,1.99,-155.0,-9.4,-0.3,74.8,26.48,26.17769
5772,1996,10,13,7.99,-179.9,-3.4,2.4,77.1,27.9,28.707891
5773,1987,2,22,-4.96,165.0,6.8,-1.7,77.1,27.88,29.015356
5774,1996,2,17,0.0,147.0,4.2,0.2,74.2,29.34,29.307276
5775,1996,5,27,-5.01,-155.0,4.2,0.2,80.4,28.05,28.980824
5776,1992,3,31,-5.03,-124.9,-4.7,1.3,88.3,27.16,26.891447
5777,1989,6,17,2.01,-140.0,-3.4,1.2,88.3,27.16,27.034924
5778,1994,10,20,-4.99,156.0,-1.9,0.3,84.1,26.94,28.794748
5779,1995,4,27,-0.03,-170.0,-3.8,-2.4,78.2,27.69,28.048738
5780,1994,11,25,-1.94,164.4,-1.8,-1.6,78.6,29.16,29.36051
5781,1992,9,17,-2.01,-110.0,-7.7,2.5,78.6,23.03,22.800488
5782,1996,7,5,-2.02,-140.0,-6.7,-2.3,79.2,26.62,26.279127
5783,1990,10,8,5.0,147.0,-6.7,-2.3,79.2,27.16,28.489328
5784,1996,7,27,8.01,-179.9,-3.9,0.4,82.4,26.98,28.254354
5785,1991,9,16,0.03,-155.0,-4.2,1.9,77.0,27.12,27.015745
5786,1993,6,15,0.0,143.0,-0.4,2.2,81.0,27.45,28.767185
5787,1992,8,28,-2.17,-170.0,-7.3,-2.5,72.3,28.23,28.270208
5788,1987,1,14,2.18,-110.3,-3.5,4.7,72.3,25.86,26.501223
5789,1995,3,15,2.03,137.0,-3.5,4.7,90.1,26.77,28.36552
5790,1993,10,21,-2.19,-170.0,-3.5,4.7,75.4,27.77,28.268236
5791,1993,10,28,0.03,-179.9,4.5,2.2,79.3,28.53,29.49066
5792,1996,7,8,-5.0,156.0,-0.3,-0.9,79.3,27.94,29.035578
5793,1993,6,19,1.99,-179.9,-0.2,-2.3,81.3,28.4,28.93339
5794,1995,4,8,8.04,165.1,-7.4,-3.9,92.2,27.62,28.336542
5795,1992,5,18,-2.01,-110.0,-5.2,6.2,85.6,27.56,26.585548
5796,1994,12,30,2.04,137.0,-5.2,6.2,81.2,28.73,29.142693
5797,1995,9,6,-1.95,164.4,-4.1,-0.7,74.8,28.05,29.047226
5798,1996,1,7,8.03,-170.0,-7.8,-2.4,75.4,27.88,27.464338
5799,1990,6,4,5.01,165.0,-2.0,-0.7,75.4,27.81,28.791723
5800,1987,7,12,-0.07,165.1,3.0,8.2,75.4,28.53,29.320059
5801,1995,10,21,-1.99,-95.0,-3.2,3.2,91.0,20.17,20.51616
5802,1993,8,9,-4.97,-110.0,-6.8,1.9,82.5,24.38,24.051004
5803,1996,7,10,1.97,-140.0,-10.2,-0.6,74.1,27.12,26.505642
5804,1986,3,5,2.15,-110.25,-10.2,-0.6,74.1,27.06,26.850666
5805,1995,4,20,0.02,-110.0,-5.3,3.5,87.0,24.95,24.558628
5806,1995,4,3,-5.0,-170.0,-4.9,0.4,81.7,27.9,28.5651
5807,1993,8,2,-4.98,-110.0,-5.3,3.7,78.9,25.27,24.80875
5808,1993,11,17,5.03,165.0,-1.8,2.7,87.1,27.81,28.904833
5809,1996,6,28,-5.02,-124.94,-4.8,-3.8,81.1,26.2,26.03987
5810,1989,6,17,0.02,165.1,-6.1,-0.1,81.1,28.19,28.806538
5811,1994,10,29,2.01,-170.0,-1.4,1.8,70.6,29.38,29.397356
5812,1995,3,20,5.0,-170.0,-5.6,-0.4,86.6,27.8,27.974829
5813,1989,2,19,-0.02,165.0,-7.2,2.3,86.6,27.72,28.548971
5814,1995,9,3,-4.99,-180.0,-3.9,-4.9,76.9,28.44,29.11401
5815,1995,11,23,-5.0,-139.9,-7.8,-2.3,77.1,25.89,25.91617
5816,1994,4,28,0.03,-179.9,-6.2,-1.8,81.9,27.86,28.283464
5817,1990,2,11,0.01,-110.0,-2.9,2.3,81.9,25.05,24.8694
5818,1989,11,3,-2.01,-140.0,-8.0,1.2,81.9,26.34,25.792023
5819,1985,11,3,-0.03,-140.0,-5.2,3.0,81.9,26.34,25.721312
5820,1987,3,15,-8.08,-109.94,-3.5,4.3,81.9,26.45,26.397135
5821,1991,9,24,2.0,156.0,1.1,7.5,82.4,27.62,29.00699
5822,1989,10,6,5.0,-110.06,-2.7,7.3,82.4,24.42,25.628632
5823,1994,6,21,-4.99,-124.9,-6.8,2.0,76.3,26.72,26.2943
5824,1995,12,3,-7.98,-125.0,-6.8,2.0,78.7,25.19,25.193338
5825,1994,10,18,-7.98,165.0,-6.8,2.0,78.7,27.69,29.142248
5826,1994,11,27,4.99,-179.9,-4.5,-0.3,84.0,27.92,28.948782
5827,1993,4,19,5.0,-154.9,-4.5,-5.8,87.1,26.83,27.641363
5828,1995,7,20,0.02,-110.0,-4.3,0.3,88.9,22.52,22.423645
5829,1996,9,30,4.99,-179.9,-4.1,0.4,78.6,28.06,28.88312
5830,1994,12,24,4.95,137.0,2.4,-2.5,73.3,27.62,28.946285
5831,1989,8,21,0.0,-140.0,-4.8,1.6,73.3,24.77,24.770145
5832,1996,2,16,-5.01,-139.9,-7.2,-2.0,84.9,26.7,26.723053
5833,1986,7,24,-8.03,-109.94,-7.2,-2.0,84.9,24.38,24.363262
5834,1996,11,18,-1.97,-155.0,-4.2,-2.3,76.1,26.62,26.843391
5835,1995,6,3,-5.01,-139.9,-6.3,0.6,75.3,27.86,27.520563
5836,1996,9,23,2.02,156.0,-1.2,-2.2,77.8,29.3,29.277784
5837,1992,6,26,-2.16,-170.0,-1.2,-2.2,78.9,28.72,29.136494
5838,1993,2,11,-0.02,-124.4,-5.3,-0.4,90.6,25.39,25.04263
5839,1987,8,29,-2.0,165.1,4.3,-2.1,90.6,27.45,28.817331
5840,1989,2,18,2.0,165.0,-8.9,-1.1,90.6,27.33,28.279615
5841,1994,4,16,2.0,-179.9,-4.6,-2.7,86.6,27.66,28.089518
5842,1993,3,5,8.03,-110.06,-3.1,0.7,86.6,27.66,27.419325
5843,1992,12,12,-5.04,-124.9,-7.6,-1.1,83.6,24.03,23.946796
5844,1991,11,6,5.0,-154.9,-0.3,2.6,85.2,26.8,28.001993
5845,1989,9,18,0.0,-169.5,-7.1,1.0,85.2,27.05,27.25791
5846,1992,9,17,-1.98,164.4,1.5,-0.7,85.2,27.89,29.007803
5847,1992,5,18,-2.16,-170.0,1.5,-0.7,82.0,27.73,28.665344
5848,1992,12,12,-2.03,-124.9,-7.1,-1.1,84.2,24.44,23.920408
5849,1994,2,18,-8.02,-109.94,-7.4,4.5,86.7,25.8,25.901163
5850,1986,8,14,-0.01,-110.0,-3.5,2.6,86.7,20.95,21.243118
5851,1994,12,12,-8.01,-109.94,-7.2,1.8,80.5,24.39,24.082888
5852,1995,11,27,-4.99,-170.0,-3.5,-5.4,75.1,27.75,28.383337
5853,1992,3,28,1.99,165.0,3.4,-3.2,75.1,28.98,29.162743
5854,1991,1,17,-5.04,165.0,1.3,-0.2,75.1,27.12,28.767513
5855,1995,3,9,-8.02,-95.06,-4.1,1.9,84.6,26.38,26.128006
5856,1992,6,27,-2.16,-170.0,-4.1,1.9,77.7,28.6,28.897242
5857,1996,6,5,4.99,-154.9,-4.1,1.9,84.5,27.0,27.79944
5858,1988,8,9,0.13,-124.44,-5.0,1.4,84.5,21.81,21.960339
5859,1993,3,20,5.0,-154.9,-6.1,-2.6,84.8,27.5,27.592775
5860,1991,9,25,-0.02,155.4,3.1,2.1,84.8,27.0,28.817493
5861,1994,2,2,5.04,165.0,-5.1,-1.9,77.7,28.5,28.770391
5862,1987,7,6,-0.08,165.1,6.6,-1.1,77.7,26.94,28.839085
5863,1993,2,25,-8.01,-170.0,0.3,-3.7,86.3,26.77,28.47924
5864,1992,6,7,0.02,143.0,1.7,3.9,83.6,27.69,28.860987
5865,1995,9,6,1.96,-125.1,-7.2,3.4,80.7,25.12,24.870827
5866,1992,7,16,8.04,-110.06,-7.2,3.4,80.7,27.56,27.508064
5867,1996,8,22,6.76,137.6,0.4,-1.5,74.9,28.7,29.042316
5868,1995,1,23,2.03,-110.1,-4.4,4.7,84.2,25.8,26.302834
5869,1988,3,30,2.01,-140.1,-2.1,2.8,84.2,26.34,26.653788
5870,1996,3,25,1.96,-125.3,-2.1,2.8,82.3,27.27,27.17132
5871,1988,1,2,-2.02,-110.0,-6.6,2.5,82.3,25.23,25.123817
5872,1994,1,8,-1.95,164.4,5.3,0.3,83.0,28.23,29.02765
5873,1995,9,5,2.0,165.0,-4.1,3.4,84.6,28.05,28.954945
5874,1991,8,27,1.99,-140.4,-9.2,3.2,84.6,26.95,26.398134
5875,1992,8,23,0.01,-155.0,-5.2,-0.5,82.7,25.95,26.152847
5876,1990,10,31,5.0,-110.0,-1.8,6.1,82.7,24.73,25.9011
5877,1990,7,17,7.07,-132.5,-3.7,6.9,82.7,27.25,27.46326
5878,1990,2,23,5.0,-110.06,-5.5,-2.7,82.7,26.98,27.180342
5879,1994,5,15,1.99,147.0,-5.5,-2.7,83.3,28.12,28.65829
5880,1994,8,31,0.0,-155.0,-7.9,1.5,76.9,27.33,27.008831
5881,1989,3,5,-0.02,165.0,-4.7,3.1,76.9,27.0,28.576635
5882,1987,2,15,0.0,-109.94,-1.9,3.9,76.9,26.02,25.688673
5883,1996,1,12,-1.98,-155.0,-8.1,-2.8,82.1,25.44,25.893805
5884,1995,9,7,-4.99,-155.0,-5.9,-0.7,79.4,25.88,26.509567
5885,1995,11,21,5.03,165.0,-5.6,-0.6,79.4,28.39,28.997314
5886,1996,8,27,2.43,137.4,-5.6,-0.6,78.6,28.55,28.907665
5887,1991,2,13,-5.03,165.0,3.1,1.0,78.6,26.95,28.779034
5888,1993,1,7,-8.27,-155.0,-7.1,-2.7,74.2,27.27,27.826044
5889,1993,4,25,-2.02,-124.9,-4.4,0.2,84.8,27.67,26.923323
5890,1991,1,16,-2.03,-109.94,-5.7,2.8,84.8,23.89,24.184334
5891,1988,2,2,5.0,165.0,-8.0,-3.5,84.8,27.66,28.330427
5892,1995,2,3,7.95,-95.0,-5.5,-2.5,89.0,27.05,27.191944
5893,1994,11,11,0.03,-179.9,4.6,3.3,80.3,27.61,28.711044
5894,1994,8,6,-0.02,-110.0,-5.5,1.5,86.2,21.77,21.782263
5895,1993,11,11,-2.0,-95.0,-3.1,4.7,87.7,22.31,22.035269
5896,1994,3,12,0.01,-155.0,-3.2,-2.1,84.1,26.6,26.879637
5897,1995,1,19,2.01,-179.9,-3.8,-6.5,83.1,29.3,28.447935
5898,1992,4,29,-0.03,-170.0,-4.0,0.9,83.6,28.06,28.36337
5899,1996,12,13,8.01,-170.0,-5.8,-2.6,83.3,28.2,28.63707
5900,1996,6,24,0.0,-155.0,-4.4,0.3,86.7,26.47,26.689474
5901,1991,8,4,-5.0,-140.0,-4.4,0.3,86.7,27.02,27.045483
5902,1988,9,23,2.07,-110.1,-5.7,6.7,86.7,21.77,22.533937
5903,1994,2,26,-5.01,156.0,4.6,-2.4,78.4,29.0,29.244114
5904,1989,9,22,-2.0,-140.0,-6.8,2.8,78.4,26.2,25.891495
5905,1992,11,2,4.98,-170.0,-4.9,1.8,69.5,28.27,28.750168
5906,1990,3,11,-0.22,-124.44,-4.9,1.8,69.5,28.27,27.321175
5907,1989,3,7,-0.07,-110.0,-2.9,-2.9,69.5,24.6,24.425474
5908,1992,11,6,7.96,-155.0,-0.2,0.8,69.5,27.1,28.277712
5909,1995,8,21,-7.99,165.0,-0.2,0.8,69.5,27.2,29.229908
5910,1996,12,14,-0.24,-124.3,-6.2,1.4,69.5,23.77,23.234632
5911,1996,4,19,-7.97,-179.9,-7.0,0.9,75.1,28.25,29.255375
5912,1993,8,4,0.0,165.0,-0.2,0.0,77.1,28.34,29.120037
5913,1995,2,2,-0.02,-170.0,-4.4,-3.5,86.5,27.48,27.822363
5914,1989,6,12,5.03,-139.9,-3.7,4.9,86.5,25.95,27.01351
5915,1992,10,7,-2.03,-124.9,-7.6,0.2,80.7,24.9,24.303173
5916,1996,12,28,-0.03,-170.0,-3.6,-0.5,74.0,26.56,27.065214
5917,1991,11,25,-4.98,165.0,-0.2,1.7,74.0,28.95,29.475023
5918,1991,4,4,-0.01,-109.94,-2.4,0.2,74.0,24.84,24.55237
5919,1992,2,9,-4.99,-110.0,-5.9,2.6,82.4,24.84,24.996237
5920,1994,4,20,1.98,137.4,-5.9,2.6,82.4,24.84,27.918234
5921,1996,11,2,-4.98,-110.0,-7.8,2.5,80.2,23.1,22.841105
5922,1990,8,13,8.01,165.0,-4.8,1.1,80.2,28.4,28.85393
5923,1994,11,25,1.96,-140.0,-5.0,1.2,81.1,27.38,26.894178
5924,1993,1,16,-4.97,-140.0,-3.1,-2.3,75.8,26.2,26.666832
5925,1995,10,17,2.09,-140.4,-6.8,2.9,78.3,24.95,24.969154
5926,1995,2,12,0.02,-155.0,-8.0,-1.4,80.1,26.95,26.78676
5927,1996,5,8,-8.05,-109.94,-7.7,3.2,81.1,25.84,25.64998
5928,1992,11,13,8.98,-140.2,-0.8,0.4,84.8,26.7,27.741251
5929,1992,4,26,5.01,147.0,-0.8,0.4,84.8,26.31,28.296103
5930,1994,4,10,-4.99,-155.0,-3.8,-2.1,77.2,27.8,28.115368
5931,1988,12,8,7.04,-140.1,-2.7,2.2,77.2,25.48,27.138327
5932,1992,1,2,-4.99,165.0,6.0,-0.4,77.2,27.48,28.942118
5933,1993,3,5,-4.97,-140.0,-4.3,-2.2,79.7,27.16,27.199095
5934,1996,2,20,8.03,-170.0,-2.7,4.5,75.4,27.8,27.899822
5935,1991,8,8,1.98,165.0,-0.6,-0.7,73.4,29.5,29.35932
5936,1994,11,12,-5.01,-139.9,-5.2,-0.9,73.8,27.0,26.88815
5937,1994,1,22,-8.28,-155.0,-6.9,1.5,85.3,28.7,28.998907
5938,1992,5,23,0.03,-140.0,-4.6,-0.9,83.6,27.3,26.846289
5939,1986,2,27,-8.04,-109.94,-4.6,-0.9,83.6,26.03,25.90736
5940,1993,11,11,2.03,-110.1,-4.6,-0.9,85.9,23.84,23.71664
5941,1991,6,18,-4.99,-110.0,-7.6,1.0,77.7,26.66,25.919079
5942,1996,6,26,1.98,-140.0,-5.3,3.6,78.3,27.0,26.796942
5943,1996,7,28,-1.98,-95.1,-4.3,4.0,97.4,21.12,21.442429
5944,1992,12,19,-8.26,-155.0,-3.8,-0.6,85.2,26.03,27.065847
5945,1993,3,19,8.01,-170.0,-7.8,-4.0,84.4,27.55,27.58302
5946,1996,3,15,-5.02,-139.9,-5.2,-1.3,87.3,26.44,26.68514
5947,1996,4,12,8.02,165.0,-5.2,-1.3,86.8,26.44,28.230234
5948,1993,10,12,-1.95,-179.9,-5.2,-1.3,86.8,28.67,28.974901
5949,1990,12,3,-5.01,-140.0,-3.5,-2.2,75.4,26.42,26.523228
5950,1996,12,28,-0.2,-124.3,-7.7,-0.4,75.4,26.42,25.162107
5951,1994,11,8,7.96,-155.0,-0.6,0.9,78.0,28.39,28.58194
5952,1994,10,31,5.02,-95.0,0.8,4.7,96.7,24.92,26.008804
5953,1996,10,31,4.97,-109.94,-3.2,5.9,86.4,24.94,25.990135
5954,1993,3,31,-5.02,-170.0,-1.8,-4.8,83.2,28.28,29.087734
5955,1994,6,25,1.98,-95.0,-0.5,5.0,85.5,23.38,24.166105
5956,1994,11,24,-8.28,-155.0,-2.5,-3.0,77.1,28.19,28.685656
5957,1994,4,29,7.98,-170.0,-7.2,-5.7,77.1,27.1,27.638895
5958,1994,7,15,5.02,-95.0,1.8,6.4,86.0,25.69,27.010643
5959,1996,7,14,-8.02,-95.06,1.8,6.4,77.8,22.83,23.493532
5960,1996,2,22,1.96,-125.3,1.8,6.4,89.6,25.08,25.742064
5961,1994,12,9,9.0,-140.2,-7.2,-6.1,90.9,26.83,27.525734
5962,1994,3,9,-4.98,-139.9,-2.2,-1.2,86.1,26.69,27.066109
5963,1996,10,6,0.0,165.0,-2.7,-0.8,75.1,27.9,29.050306
5964,1994,8,18,-4.98,165.1,-3.6,1.0,85.7,28.56,29.113192
5965,1995,4,21,1.99,-170.0,-5.6,1.4,85.6,27.94,28.137333
5966,1994,6,10,1.97,-140.0,-5.6,2.0,74.8,27.45,27.095152
5967,1995,2,28,-1.99,-140.0,-8.3,1.0,81.5,26.84,26.532825
5968,1993,12,16,-8.01,-170.0,-1.4,-1.9,81.5,29.45,30.053694
5969,1988,7,5,-5.05,-109.8,-5.4,2.3,81.5,23.5,23.538548
5970,1994,5,6,-2.18,-170.0,-3.7,-3.9,80.1,28.17,28.498152
5971,1990,12,23,-5.01,-140.0,-7.2,0.5,79.7,26.81,26.575838
5972,1991,5,1,1.97,147.0,4.8,-0.6,78.1,27.77,28.878323
5973,1996,3,24,-0.25,-124.4,-4.6,-1.7,78.1,25.64,25.280233
5974,1991,10,20,1.99,-140.4,-7.3,0.5,78.1,27.77,27.089226
5975,1993,8,25,8.0,-170.0,-5.9,-1.4,79.3,28.1,28.281654
5976,1994,5,2,-5.01,-139.9,-8.1,2.0,82.6,28.38,27.808632
5977,1994,3,4,0.04,-140.0,-4.8,-0.2,87.9,24.9,25.07074
5978,1996,4,19,8.0,156.0,-6.5,-1.0,83.0,27.97,28.572716
5979,1992,2,26,-4.99,-110.0,-7.3,2.6,82.4,27.97,27.247293
5980,1994,8,13,-0.03,-110.06,-7.9,3.0,78.8,23.16,22.857834
5981,1988,8,23,-0.04,-139.9,-6.9,-1.3,78.8,22.81,23.181551
5982,1992,8,25,0.05,-140.0,-5.1,-2.2,86.2,24.05,24.242733
5983,1986,9,19,-2.01,165.0,-2.2,3.1,86.2,27.48,28.815025
5984,1986,1,23,5.06,-110.0,-2.2,3.1,86.2,25.8,26.977009
5985,1987,6,13,0.02,-109.9,-4.2,2.6,86.2,26.33,25.364313
5986,1994,11,24,-1.99,-95.0,-3.5,4.8,81.6,23.62,23.066713
5987,1994,4,5,-4.97,-179.9,-1.9,-2.0,75.5,28.81,29.672264
5988,1991,7,19,1.99,-140.1,-7.5,2.1,75.5,27.05,26.635822
5989,1994,4,16,2.0,-125.0,-5.4,-2.5,75.5,27.05,26.752914
5990,1994,10,8,4.99,-170.0,-3.0,2.3,75.8,29.1,29.020422
5991,1993,4,13,-5.02,-170.0,-0.5,0.4,85.2,27.95,28.97006
